,Gastric Cancer,Glioblastoma,Adult Acute Myeloid Leukemia,Cerebral Cavernous Malformation,Hepatocellular Carcinoma,Liver Cirrhosis,Intracranial Aneurysm,Lung Cancer,Bladder Cancer,Multiple Sclerosis,Colorectal Cancer,Hepatitis C,Esophageal Cancer,Cancer,Diffuse Large B-Cell Lymphoma,Lung Adenocarcinoma,Pancreatic Ductal Adenocarcinoma,COVID-19,Early Hepatocellular Carcinoma,Breast Cancer,Prostate Cancer,Autism Spectrum Disorder,Sarcoma,West Nile Virus Infection,Ovarian Cancer,Non-Small Cell Lung Cancer,Clear Cell Renal Cell Carcinoma,Uterine Leiomyoma,Bladder Carcinoma,B-Cell Lymphoma,Osteoporosis,Papillary Thyroid Carcinoma,Glioma,Acute Myeloid Leukemia,Chronic Lymphocytic Leukemia,Lung Carcinoma,Lung Non-Small Cell Carcinoma,Rheumatoid Arthritis,Adenocarcinoma,Systemic Lupus Erythematosus,Alzheimer Disease,Prader-Willi Syndrome,Colon Cancer,Osteosarcoma,Cervical Cancer,Head And Neck Squamous Cell Carcinoma,Malignant Pleural Mesothelioma,Astrocytoma,Malignant Glioma,Acute Promyelocytic Leukemia,Ameloblastoma,Tuberculosis,Pancreatic Cancer,Psoriatic Arthritis
Colorectal Cancer,0.32700311372814994,0.041226783746117296,0.04470646032915744,0.019155271872663172,0.1251086767518692,0.06508584022890723,0.01,0.09617633828160142,0.09821821704288605,0.0136363636363636,1.0,0.025833581177092606,0.3248202537267857,0.3453677332886581,0.028294645050356143,0.044263249854397196,0.0816330779480346,0.0093984962406015,0.1251086767518692,0.14663530309291456,0.06719367588932806,0.0093984962406015,0.07494327534813362,0.01717557251908395,0.07249336328364304,0.04676785442859314,0.041973972165325814,0.022105263157894704,0.07266746411483249,0.04230089825985641,0.00834879406307975,0.04259169884169882,0.06817176631418115,0.04470646032915744,0.04565650375363868,0.06025991792065664,0.04676785442859314,0.0211864406779661,0.0423540193768002,0.02286585365853655,0.0111524163568773,0.0281456953642384,0.7272036199095022,0.03400809716599189,0.04461323555089921,0.07307305759567062,0.0684263937926806,0.056691919191919155,0.06817176631418115,0.033186813186813165,0.041108688881968225,0.0093984962406015,0.1803737525091176,0.0119047619047619
Hepatitis C,0.03388778550148956,0.01557093425605535,0.01771653543307085,0.01824817518248175,0.05472367110121312,0.09314073723261501,0.0161870503597122,0.01875,0.01973684210526315,0.0162337662337662,0.025833581177092606,1.0,0.032557354925775966,0.05172413793103445,0.01624015748031495,0.0141509433962264,0.0270709219858156,0.24604419101924446,0.05472367110121312,0.01973684210526315,0.0162337662337662,0.0245901639344262,0.0245901639344262,0.3486414844267727,0.0150602409638554,0.015358361774744,0.015828677839851,0.0161870503597122,0.01515151515151515,0.0165441176470588,0.01717171717171715,0.01353503184713375,0.0245901639344262,0.01771653543307085,0.0145348837209302,0.014792899408284,0.015358361774744,0.0180722891566265,0.0203252032520325,0.0196078431372549,0.01821862348178135,0.04285714285714285,0.023636385611093387,0.01615969581749045,0.01451612903225805,0.01485148514851485,0.0135135135135135,0.01515151515151515,0.0245901639344262,0.01693227091633465,0.0245901639344262,0.085899871857187,0.04147597254004576,0.0140449438202247
Esophageal Cancer,0.4619027120103315,0.08760564047124923,0.09528301886792451,0.0363928439349112,0.2420309653916211,0.09835418038183014,0.0219298245614035,0.1496212121212121,0.15114848236259223,0.02419354838709675,0.3248202537267857,0.032557354925775966,1.0,0.34121621621621623,0.08071278825995803,0.10203039203166897,0.152528901734104,0.01298701298701295,0.2420309653916211,0.20053238686779057,0.12350230414746541,0.01298701298701295,0.09468438538205977,0.01973684210526315,0.12337662337662336,0.10855001489155555,0.10340695488721802,0.04648114539221612,0.12620917536634418,0.09070910973084886,0.02166934189406095,0.15285714285714283,0.08721804511278192,0.09528301886792451,0.08505014909189479,0.1164098752536108,0.10855001489155555,0.0303030303030303,0.06562847608453837,0.0324324324324324,0.0241157556270096,0.02906976744186045,0.3001296524681403,0.0839588546010564,0.10255920550038196,0.20264655893382252,0.1151479244706062,0.0974175473634573,0.08721804511278192,0.08547351524879612,0.05572334642102082,0.01298701298701295,0.24505928853754935,0.0214285714285714
Cancer,0.35556047851129813,0.3750603551565658,0.4057723577235772,0.12758458646616538,0.32738095238095233,0.03781512605042015,0.03148148148148145,0.3491960017383746,0.345004095004095,0.03,0.3453677332886581,0.05172413793103445,0.34121621621621623,1.0,0.39467479674796746,0.3239354838709677,0.3170164233576642,0.0423728813559322,0.32738095238095233,0.3886300093196645,0.3307692307692308,0.0423728813559322,0.49226234340456887,0.05172413793103445,0.2898363479758828,0.3612541993281075,0.336272392834293,0.2734436564223798,0.32444005270092224,0.38315850815850816,0.034446764091858,0.3059668695064232,0.45115562403697995,0.4057723577235772,0.29900938477580813,0.34339136041263696,0.3612541993281075,0.03086419753086415,0.44555694618272845,0.03355704697986575,0.03556485355648535,0.0588235294117647,0.3386011120866257,0.3675972083748754,0.31897605705552723,0.34923589886079465,0.277741371778069,0.35584634867032505,0.45115562403697995,0.40293524817334336,0.32277081798084006,0.0423728813559322,0.3447876447876448,0.0258620689655172
Diffuse Large B-Cell Lymphoma,0.0763175702571451,0.04218272380743607,0.09358538191395958,0.02940742924528302,0.04329187518398583,0.0129807692307692,0.0064212328767123,0.0733630142312777,0.07575247079964058,0.0231661709386755,0.028294645050356143,0.01624015748031495,0.08071278825995803,0.39467479674796746,1.0,0.03745884157749006,0.030526061776061757,0.0082364341085271,0.04329187518398583,0.09642916252896389,0.043974032777071,0.0082364341085271,0.1147953003875969,0.01624015748031495,0.04453368163628277,0.02965347075010484,0.03259587020648967,0.04317702845100102,0.05035299003322258,0.717882117882118,0.004302103250478,0.028007512464627366,0.08702346819581608,0.09358538191395958,0.236671295249782,0.044892125621292245,0.02965347075010484,0.048025571751696375,0.06346153846153842,0.05254434121621622,0.007183908045977,0.0276360544217687,0.023666594574064576,0.042758685357963316,0.025314219842332272,0.0552948927844108,0.06182947867809585,0.0630071524176008,0.08702346819581608,0.059117150098563775,0.08281855620155035,0.0082364341085271,0.08102844482561461,0.0125
Lung Adenocarcinoma,0.09003519011243667,0.08584379536020778,0.05807079248671701,0.024021864211737617,0.2672321667111942,0.01234567901234565,0.00702247191011235,0.5487212599309396,0.08876108835417625,0.0103626943005181,0.044263249854397196,0.0141509433962264,0.10203039203166897,0.3239354838709677,0.03745884157749006,1.0,0.2664592760180996,0.0077639751552795,0.2672321667111942,0.14171621261868841,0.06242031305102677,0.0077639751552795,0.1654792351723298,0.0141509433962264,0.06877420705537524,0.498805853138121,0.2367331855136733,0.04026821312069588,0.1556690033526364,0.05584415584415582,0.0053763440860215,0.25734347136913016,0.17786313610112237,0.05807079248671701,0.0506965388481976,0.4743397532003229,0.498805853138121,0.0170731707317073,0.5916666666666667,0.01822916666666665,0.00769230769230765,0.0237430167597765,0.038280823850277396,0.04713379970182997,0.04148000215901117,0.21197452777419218,0.2510705431597926,0.11621233859397415,0.17786313610112237,0.041664277111888484,0.07231153330897576,0.0077639751552795,0.10275845901383134,0.00921658986175115
Pancreatic Ductal Adenocarcinoma,0.14759770907355355,0.07472898524968896,0.050848041919470455,0.02394359642591213,0.2726042502004811,0.04045466457023058,0.00625,0.09019207931016675,0.09134469120778821,0.01,0.0816330779480346,0.0270709219858156,0.152528901734104,0.3170164233576642,0.030526061776061757,0.2664592760180996,1.0,0.00786713286713285,0.2726042502004811,0.1357836187152361,0.06226295828065738,0.00786713286713285,0.1605601844963547,0.0150709219858156,0.14620081411126187,0.09732563946068909,0.1759158615136876,0.03569078947368421,0.14862761743067346,0.0488853503184713,0.00431778929188255,0.2442771224765723,0.17140505125942018,0.050848041919470455,0.04740487891658696,0.13646546664057913,0.09732563946068909,0.017379679144385,0.48922697368421053,0.0186781609195402,0.00692041522491345,0.02562111801242235,0.0751053079331402,0.03975792860425921,0.04121832260659691,0.17676505783805346,0.11036036036036033,0.10623682930782942,0.17140505125942018,0.03510608352978431,0.0661545900907603,0.00786713286713285,0.6293475066131087,0.0087939698492462
COVID-19,0.01298701298701295,0.0085324232081911,0.00968992248062015,0.0107913669064748,0.00816993464052285,0.012,0.00886524822695035,0.08966526664121163,0.01298701298701295,0.0096153846153846,0.0093984962406015,0.24604419101924446,0.01298701298701295,0.0423728813559322,0.0082364341085271,0.0077639751552795,0.00786713286713285,1.0,0.00816993464052285,0.01298701298701295,0.0096153846153846,0.0161290322580645,0.0161290322580645,0.23107851596203624,0.0089285714285714,0.041429888059874284,0.00825688073394495,0.00886524822695035,0.0089820359281437,0.00905797101449275,0.0089463220675944,0.0070754716981132,0.0161290322580645,0.00968992248062015,0.0086206896551724,0.04178430946692728,0.041429888059874284,0.0119047619047619,0.012,0.0129032258064516,0.0099601593625498,0.0352112676056338,0.0095693779904306,0.0084269662921348,0.0079617834394904,0.00814332247557,0.0089285714285714,0.0089820359281437,0.0161290322580645,0.0088235294117647,0.0161290322580645,0.06150663030189034,0.01298701298701295,0.0083333333333333
Early Hepatocellular Carcinoma,0.23759224832403808,0.09193225519756132,0.06387989402413892,0.02601766513056835,1.0,0.22236805747444044,0.00735294117647055,0.0996417745935519,0.10045001607200255,0.0108108108108108,0.1251086767518692,0.05472367110121312,0.2420309653916211,0.32738095238095233,0.04329187518398583,0.2672321667111942,0.2726042502004811,0.00816993464052285,1.0,0.1508254854086734,0.07294621354027289,0.00816993464052285,0.17132950741272115,0.0149006622516556,0.0774943829574769,0.12180424318060261,0.24217305429483946,0.04188518781006374,0.1697178871548619,0.061343222645617854,0.005654281098546,0.21511300127463476,0.18298858004740354,0.06387989402413892,0.056155278478327436,0.1564873417721519,0.12180424318060261,0.0177664974619289,0.4341065560945079,0.01902173913043475,0.00809061488673135,0.0248538011695906,0.11480668891388116,0.05246963562753036,0.05184712019589052,0.21992656404462643,0.12911725955204217,0.12193877551020406,0.18298858004740354,0.047744784814884395,0.07329029172644665,0.00816993464052285,0.2530415506753273,0.0095693779904306
Breast Cancer,0.19490254872563714,0.1031236268102731,0.1115110890433631,0.04636406104017436,0.1508254854086734,0.0290322580645161,0.0219298245614035,0.1924019607843137,0.19021739130434778,0.02419354838709675,0.14663530309291456,0.01973684210526315,0.20053238686779057,0.3886300093196645,0.09642916252896389,0.14171621261868841,0.1357836187152361,0.01298701298701295,0.1508254854086734,1.0,0.16306274370790497,0.01298701298701295,0.11309523809523805,0.01973684210526315,0.1561147186147186,0.15267660154394563,0.13880236305048332,0.06348634142433705,0.16527808430809973,0.10645604395604395,0.02166934189406095,0.13566594150350494,0.10229276895943559,0.1115110890433631,0.09733893557422965,0.16053646190600088,0.15267660154394563,0.0503030303030303,0.0826336721166593,0.06901779828609093,0.0241157556270096,0.02906976744186045,0.14472659870250232,0.09821910415542359,0.14102074396192044,0.16748097340975288,0.15458285410952843,0.11278860324218108,0.10229276895943559,0.1014285714285714,0.07413419913419911,0.01298701298701295,0.202445652173913,0.06533101045296164
Prostate Cancer,0.11256005490734383,0.05377135748559239,0.058632043702761344,0.023742206756560816,0.07294621354027289,0.01910828025477705,0.0130057803468208,0.10992828328103987,0.19175627240143367,0.0159574468085106,0.06719367588932806,0.0162337662337662,0.12350230414746541,0.3307692307692308,0.043974032777071,0.06242031305102677,0.06226295828065738,0.0096153846153846,0.07294621354027289,0.16306274370790497,1.0,0.0096153846153846,0.07667964946445954,0.0162337662337662,0.2108403361344538,0.06535702621296977,0.11794735724899172,0.04718208092485546,0.16890005583472917,0.05588235294117644,0.0118858954041204,0.061158532046351174,0.06905594405594401,0.058632043702761344,0.0559328518819647,0.07630090132725276,0.06535702621296977,0.0225,0.04753184713375795,0.02406417112299465,0.01428571428571425,0.0258620689655172,0.06031930660563195,0.04863391567056351,0.17148526077097503,0.08965131616677177,0.08203125,0.06666468436858847,0.06905594405594401,0.04833129444147104,0.044628367413177494,0.0096153846153846,0.12433448167867206,0.0141509433962264
Autism Spectrum Disorder,0.01298701298701295,0.0085324232081911,0.00968992248062015,0.0107913669064748,0.00816993464052285,0.012,0.00886524822695035,0.01234567901234565,0.01298701298701295,0.0096153846153846,0.0093984962406015,0.0245901639344262,0.01298701298701295,0.0423728813559322,0.0082364341085271,0.0077639751552795,0.00786713286713285,0.0161290322580645,0.00816993464052285,0.01298701298701295,0.0096153846153846,1.0,0.0161290322580645,0.0245901639344262,0.0089285714285714,0.0084175084175084,0.00825688073394495,0.00886524822695035,0.0089820359281437,0.00905797101449275,0.0089463220675944,0.0070754716981132,0.0161290322580645,0.00968992248062015,0.0086206896551724,0.0087719298245614,0.0084175084175084,0.0119047619047619,0.012,0.0129032258064516,0.0349601593625498,0.0352112676056338,0.0095693779904306,0.0084269662921348,0.0079617834394904,0.00814332247557,0.0089285714285714,0.0089820359281437,0.0161290322580645,0.0088235294117647,0.0161290322580645,0.0161290322580645,0.01298701298701295,0.0083333333333333
Sarcoma,0.0914285714285714,0.1809275245934551,0.13232800387596894,0.047556072788827744,0.17132950741272115,0.012,0.00886524822695035,0.08844917977338065,0.0901785714285714,0.0096153846153846,0.07494327534813362,0.0245901639344262,0.09468438538205977,0.49226234340456887,0.1147953003875969,0.1654792351723298,0.1605601844963547,0.0161290322580645,0.17132950741272115,0.11309523809523805,0.07667964946445954,0.0161290322580645,1.0,0.0245901639344262,0.07357142857142855,0.14215047672991596,0.167457862171965,0.19695384257644455,0.15348053892215568,0.12615283267457178,0.0089463220675944,0.14948467662776746,0.3071528751753156,0.13232800387596894,0.0971786833855799,0.14746679783571076,0.14215047672991596,0.0119047619047619,0.2537704918032787,0.0129032258064516,0.0099601593625498,0.0352112676056338,0.06648472181438168,0.36439895336309064,0.06677819882286543,0.18214983713355043,0.1976461038961039,0.19198244731910225,0.3071528751753156,0.11834733893557423,0.14838709677419354,0.0161290322580645,0.0952380952380952,0.0083333333333333
West Nile Virus Infection,0.01973684210526315,0.01557093425605535,0.01771653543307085,0.04110009474372489,0.0149006622516556,0.0203252032520325,0.037729000473090885,0.01875,0.01973684210526315,0.027290277290277255,0.01717557251908395,0.3486414844267727,0.01973684210526315,0.05172413793103445,0.01624015748031495,0.0141509433962264,0.0150709219858156,0.23107851596203624,0.0149006622516556,0.01973684210526315,0.0162337662337662,0.0245901639344262,0.0245901639344262,1.0,0.0150602409638554,0.015358361774744,0.015828677839851,0.0161870503597122,0.01515151515151515,0.0165441176470588,0.01717171717171715,0.01353503184713375,0.0245901639344262,0.01771653543307085,0.0145348837209302,0.014792899408284,0.015358361774744,0.0180722891566265,0.0203252032520325,0.0196078431372549,0.05852363437502754,0.047160068846815825,0.01615508885298865,0.01615969581749045,0.01451612903225805,0.01485148514851485,0.0135135135135135,0.01515151515151515,0.0245901639344262,0.01693227091633465,0.0245901639344262,0.08024717574110247,0.01973684210526315,0.0140449438202247
Ovarian Cancer,0.11488801054018444,0.054150460108149105,0.05777567807914627,0.02519625952435925,0.0774943829574769,0.0177514792899408,0.01216216216216215,0.11263854283014002,0.18825757575757573,0.015,0.07249336328364304,0.0150602409638554,0.12337662337662336,0.2898363479758828,0.04453368163628277,0.06877420705537524,0.14620081411126187,0.0089285714285714,0.0774943829574769,0.1561147186147186,0.2108403361344538,0.0089285714285714,0.07357142857142855,0.0150602409638554,1.0,0.07268170426065163,0.12008784096162733,0.0797163500133797,0.1670023696682464,0.05535973460501761,0.01104565537555225,0.14859128877119882,0.0673328964613368,0.05777567807914627,0.056075641265680556,0.08331293349653202,0.07268170426065163,0.0212264150943396,0.0473958638467397,0.02261306532663315,0.0132743362831858,0.02419354838709675,0.06762968387995816,0.04848560388881964,0.3355073372632635,0.09141441937259215,0.08802143130501335,0.06635071090047388,0.0673328964613368,0.04857907101814374,0.0438095238095238,0.0089285714285714,0.2512218963831867,0.0133928571428571
Non-Small Cell Lung Cancer,0.09484037889965147,0.06405837602856697,0.04539579132413009,0.016631731954202165,0.12180424318060261,0.01505016722408025,0.0090634441087613,0.6638682257381046,0.09365415230840538,0.0124653739612188,0.04676785442859314,0.015358361774744,0.10855001489155555,0.3612541993281075,0.02965347075010484,0.498805853138121,0.09732563946068909,0.041429888059874284,0.12180424318060261,0.15267660154394563,0.06535702621296977,0.0084175084175084,0.14215047672991596,0.015358361774744,0.07268170426065163,1.0,0.09640836506198859,0.021882458980821508,0.16433307661964425,0.04310331178255703,0.00748752079866885,0.09164177144545481,0.13367613532358177,0.04539579132413009,0.04505821634285109,0.7012094152325632,1.0,0.01948051948051945,0.163805687466509,0.02089136490250695,0.01,0.0255255255255255,0.03842364532019701,0.03552326617935456,0.042597471339035436,0.14286388197958655,0.23797929154659703,0.086563220101282,0.13367613532358177,0.03407753507202708,0.041140375719814964,0.0084175084175084,0.10930534524676445,0.01100244498777505
