,Gastric Cancer,Glioblastoma,Adult Acute Myeloid Leukemia,Cerebral Cavernous Malformation,Hepatocellular Carcinoma,Liver Cirrhosis,Intracranial Aneurysm,Lung Cancer,Bladder Cancer,Multiple Sclerosis,Colorectal Cancer,Hepatitis C,Esophageal Cancer,Cancer,Diffuse Large B-Cell Lymphoma,Lung Adenocarcinoma,Pancreatic Ductal Adenocarcinoma,COVID-19,Early Hepatocellular Carcinoma,Breast Cancer,Prostate Cancer,Autism Spectrum Disorder,Sarcoma,West Nile Virus Infection,Ovarian Cancer,Non-Small Cell Lung Cancer,Clear Cell Renal Cell Carcinoma,Uterine Leiomyoma,Bladder Carcinoma,B-Cell Lymphoma,Osteoporosis,Papillary Thyroid Carcinoma,Glioma,Acute Myeloid Leukemia,Chronic Lymphocytic Leukemia,Lung Carcinoma,Lung Non-Small Cell Carcinoma,Rheumatoid Arthritis,Adenocarcinoma,Systemic Lupus Erythematosus,Alzheimer Disease,Prader-Willi Syndrome,Colon Cancer,Osteosarcoma,Cervical Cancer,Head And Neck Squamous Cell Carcinoma,Malignant Pleural Mesothelioma,Astrocytoma,Malignant Glioma,Acute Promyelocytic Leukemia,Ameloblastoma,Tuberculosis,Pancreatic Cancer,Psoriatic Arthritis
Colorectal Cancer,0.3165829145728643,0.0084985835694051,0.01694915254237288,0.007905138339920946,0.1267605633802817,0.05181347150259067,0.0,0.04615384615384616,0.0430622009569378,0.0,1.0,0.017316017316017316,0.31221719457013575,0.23404255319148937,0.011299435028248588,0.0297029702970297,0.11392405063291138,0.0,0.1267605633802817,0.1398963730569948,0.043478260869565216,0.0,0.029585798816568042,0.0,0.060240963855421686,0.02051983584131327,0.027149321266968326,0.017543859649122806,0.0430622009569378,0.016574585635359115,0.0,0.04054054054054054,0.016042780748663103,0.01694915254237288,0.009345794392523364,0.02051983584131327,0.02051983584131327,0.0,0.017543859649122806,0.0,0.0,0.0,0.744,0.015384615384615384,0.02898550724637681,0.07537688442211055,0.029556650246305417,0.011111111111111112,0.016042780748663103,0.011428571428571429,0.029585798816568042,0.0,0.20737327188940088,0.0
Hepatitis C,0.02830188679245283,0.0,0.0,0.0,0.07964601769911504,0.14563106796116504,0.0,0.0,0.0,0.0,0.017316017316017316,1.0,0.02564102564102564,0.0,0.0,0.0,0.024,0.14782608695652175,0.07964601769911504,0.0,0.0,0.0,0.0,0.23061630218687876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014962593516209476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02425876010781671,0.043478260869565216,0.0
Esophageal Cancer,0.4455445544554456,0.02506963788300836,0.033333333333333326,0.01953125,0.19444444444444445,0.061224489795918366,0.0,0.09090909090909091,0.08490566037735849,0.0,0.31221719457013575,0.02564102564102564,1.0,0.25,0.027777777777777776,0.07317073170731705,0.175,0.0,0.19444444444444445,0.1836734693877551,0.08571428571428572,0.0,0.04651162790697674,0.0,0.09523809523809523,0.06864064602960969,0.06696428571428571,0.034482758620689655,0.08490566037735849,0.03260869565217391,0.0,0.18666666666666668,0.031578947368421054,0.033333333333333326,0.02304147465437788,0.06864064602960969,0.06864064602960969,0.0,0.034482758620689655,0.0,0.0,0.0,0.30708661417322836,0.030303030303030304,0.07142857142857142,0.27722772277227725,0.07281553398058253,0.027322404371584695,0.031578947368421054,0.02808988764044944,0.04651162790697674,0.0,0.2727272727272727,0.0
Cancer,0.2786885245901639,0.3266331658291457,0.34,0.1875,0.25,0.0,0.0,0.28813559322033894,0.2575757575757576,0.0,0.23404255319148937,0.0,0.25,1.0,0.33,0.264,0.2125,0.0,0.25,0.3448275862068966,0.26153846153846155,0.0,0.391304347826087,0.0,0.20930232558139533,0.30496453900709214,0.22916666666666663,0.3617021276595745,0.2575757575757576,0.32692307692307687,0.0,0.23448275862068965,0.3090909090909091,0.34,0.24087591240875916,0.30496453900709214,0.30496453900709214,0.0,0.3617021276595745,0.0,0.0,0.0,0.29411764705882354,0.28813559322033894,0.25384615384615383,0.29508196721311475,0.2619047619047619,0.3203883495145632,0.3090909090909091,0.336734693877551,0.391304347826087,0.0,0.2571428571428571,0.0
Diffuse Large B-Cell Lymphoma,0.018987341772151896,0.033210332103321034,0.08455882352941177,0.03537735849056604,0.040697674418604654,0.0,0.0,0.01948051948051948,0.017857142857142856,0.017605633802816902,0.011299435028248588,0.0,0.027777777777777776,0.33,1.0,0.037267080745341616,0.03571428571428571,0.0,0.040697674418604654,0.05921052631578947,0.018072289156626505,0.0,0.1171875,0.0,0.024038461538461536,0.008818342151675485,0.033333333333333326,0.06923076923076923,0.017857142857142856,0.7714285714285714,0.0,0.03314917127071823,0.06164383561643835,0.08455882352941177,0.1213872832369942,0.008818342151675485,0.008818342151675485,0.04619565217391304,0.06923076923076923,0.05743243243243244,0.0,0.0,0.010238907849829351,0.05844155844155844,0.012048192771084336,0.056962025316455694,0.030864197530864196,0.04316546762589928,0.06164383561643835,0.05597014925373135,0.1171875,0.0,0.028409090909090908,0.0
Lung Adenocarcinoma,0.04918032786885246,0.06542056074766353,0.05590062111801242,0.025316455696202528,0.350253807106599,0.0,0.0,0.5195530726256983,0.046632124352331605,0.0,0.0297029702970297,0.0,0.07317073170731705,0.264,0.037267080745341616,1.0,0.2579185520361991,0.0,0.350253807106599,0.15254237288135594,0.04712041884816753,0.0,0.0980392156862745,0.0,0.06437768240343347,0.2563718140929535,0.3219512195121952,0.058064516129032254,0.046632124352331605,0.05454545454545454,0.0,0.2621359223300971,0.12280701754385964,0.05590062111801242,0.030303030303030304,0.2563718140929535,0.2563718140929535,0.0,0.6,0.0,0.0,0.0,0.026239067055393583,0.05027932960893855,0.031413612565445025,0.2349726775956284,0.17647058823529413,0.08536585365853659,0.12280701754385964,0.037735849056603765,0.0980392156862745,0.0,0.07462686567164177,0.0
Pancreatic Ductal Adenocarcinoma,0.1651376146788991,0.05882352941176471,0.05102040816326531,0.025735294117647058,0.3620689655172414,0.05660377358490566,0.0,0.056074766355140186,0.05263157894736842,0.0,0.11392405063291138,0.024,0.175,0.2125,0.03571428571428571,0.2579185520361991,1.0,0.0,0.3620689655172414,0.14150943396226415,0.05309734513274336,0.0,0.08510638297872339,0.0,0.20149253731343283,0.03345724907063197,0.2375,0.05263157894736842,0.05263157894736842,0.05,0.0,0.2863070539419087,0.10679611650485436,0.05102040816326531,0.030042918454935626,0.03345724907063197,0.03345724907063197,0.0,0.43157894736842106,0.0,0.0,0.0,0.10895883777239708,0.046728971962616814,0.03982300884955752,0.1926605504587156,0.05405405405405406,0.07537688442211055,0.10679611650485436,0.03608247422680412,0.08510638297872339,0.0,0.6864406779661016,0.0
COVID-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15463917525773196,0.0,0.0,0.0,0.14782608695652175,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11789473684210526,0.0,0.06602475928473177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06602475928473177,0.06602475928473177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026239067055393583,0.0,0.0
Early Hepatocellular Carcinoma,0.18556701030927836,0.06705539358600583,0.05813953488372093,0.028225806451612902,1.0,0.19148936170212763,0.0,0.06315789473684211,0.05882352941176471,0.0,0.1267605633802817,0.07964601769911504,0.19444444444444445,0.25,0.040697674418604654,0.350253807106599,0.3620689655172414,0.0,1.0,0.1595744680851064,0.0594059405940594,0.0,0.0975609756097561,0.0,0.07377049180327869,0.0379746835443038,0.3194444444444444,0.060240963855421686,0.05882352941176471,0.056818181818181816,0.0,0.2626728110599078,0.12087912087912088,0.05813953488372093,0.03349282296650718,0.0379746835443038,0.0379746835443038,0.0,0.5662650602409639,0.0,0.0,0.0,0.1232876712328767,0.05263157894736842,0.04455445544554455,0.2371134020618557,0.06060606060606061,0.08571428571428572,0.12087912087912088,0.04117647058823529,0.0975609756097561,0.0,0.25471698113207547,0.0
Breast Cancer,0.1724137931034483,0.0561056105610561,0.06578947368421052,0.039473684210526314,0.1595744680851064,0.0,0.0,0.17647058823529413,0.16304347826086957,0.0,0.1398963730569948,0.0,0.1836734693877551,0.3448275862068966,0.05921052631578947,0.15254237288135594,0.14150943396226415,0.0,0.1595744680851064,1.0,0.16483516483516483,0.0,0.08333333333333331,0.0,0.16071428571428573,0.15689381933438987,0.1377551020408163,0.0684931506849315,0.16304347826086957,0.0641025641025641,0.0,0.15228426395939088,0.06172839506172839,0.06578947368421052,0.047619047619047616,0.15689381933438987,0.15689381933438987,0.04,0.0684931506849315,0.07317073170731705,0.0,0.0,0.15692307692307692,0.05882352941176471,0.14835164835164835,0.20689655172413793,0.15168539325842695,0.058064516129032254,0.06172839506172839,0.06,0.08333333333333331,0.0,0.1875,0.08780487804878048
Prostate Cancer,0.06382978723404255,0.015105740181268885,0.024096385542168676,0.012396694214876032,0.0594059405940594,0.0,0.0,0.06521739130434782,0.2222222222222222,0.0,0.043478260869565216,0.0,0.08571428571428572,0.26153846153846155,0.018072289156626505,0.04712041884816753,0.05309734513274336,0.0,0.0594059405940594,0.16483516483516483,1.0,0.0,0.0379746835443038,0.0,0.2016806722689076,0.03930131004366812,0.1571428571428571,0.025,0.2222222222222222,0.02352941176470588,0.0,0.056872037914691934,0.022727272727272728,0.024096385542168676,0.014778325123152709,0.03930131004366812,0.03930131004366812,0.0,0.025,0.0,0.0,0.0,0.042492917847025496,0.021739130434782608,0.1683673469387755,0.09574468085106384,0.046875,0.01775147928994083,0.022727272727272728,0.018292682926829267,0.0379746835443038,0.0,0.08737864077669902,0.0
Autism Spectrum Disorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sarcoma,0.04,0.10588235294117646,0.140625,0.07352941176470588,0.0975609756097561,0.0,0.0,0.041095890410958895,0.0375,0.0,0.029585798816568042,0.0,0.04651162790697674,0.391304347826087,0.1171875,0.0980392156862745,0.08510638297872339,0.0,0.0975609756097561,0.08333333333333331,0.0379746835443038,0.0,1.0,0.0,0.04,0.03177570093457944,0.0872093023255814,0.3442622950819672,0.0375,0.13636363636363635,0.0,0.08670520231213873,0.13043478260869565,0.140625,0.09090909090909091,0.03177570093457944,0.03177570093457944,0.0,0.14754098360655735,0.0,0.0,0.0,0.032490974729241874,0.6164383561643836,0.03164556962025317,0.12,0.2077922077922078,0.11450381679389313,0.13043478260869565,0.11904761904761904,0.2,0.0,0.047619047619047616,0.0
West Nile Virus Infection,0.0,0.0,0.0,0.04570383912248629,0.0,0.0,0.04308390022675737,0.0,0.0,0.022113022113022112,0.0,0.23061630218687876,0.0,0.0,0.0,0.0,0.0,0.11789473684210526,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08061002178649236,0.008605851979345954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012953367875647668,0.0,0.0
Ovarian Cancer,0.0782608695652174,0.021686746987951807,0.028846153846153848,0.017605633802816902,0.07377049180327869,0.0,0.0,0.07964601769911504,0.225,0.0,0.060240963855421686,0.0,0.09523809523809523,0.20930232558139533,0.024038461538461536,0.06437768240343347,0.20149253731343283,0.0,0.07377049180327869,0.16071428571428573,0.2016806722689076,0.0,0.04,0.0,1.0,0.059649122807017535,0.16666666666666663,0.0297029702970297,0.225,0.02830188679245283,0.0,0.2134387351778656,0.027522935779816515,0.028846153846153848,0.02040816326530612,0.059649122807017535,0.059649122807017535,0.0,0.0297029702970297,0.0,0.0,0.0,0.06178489702517163,0.02654867256637168,0.3277310924369748,0.10434782608695652,0.0641025641025641,0.02369668246445497,0.027522935779816515,0.02427184466019417,0.04,0.0,0.29032258064516125,0.0
Non-Small Cell Lung Cancer,0.04122137404580153,0.005309734513274336,0.015873015873015872,0.0057405281285878304,0.0379746835443038,0.0,0.0,0.6494522691705791,0.03884892086330935,0.0,0.02051983584131327,0.0,0.06864064602960969,0.30496453900709214,0.008818342151675485,0.2563718140929535,0.03345724907063197,0.06602475928473177,0.0379746835443038,0.15689381933438987,0.03930131004366812,0.0,0.03177570093457944,0.0,0.059649122807017535,1.0,0.020188425302826375,0.016574585635359115,0.03884892086330935,0.015437392795883362,0.0,0.03614457831325301,0.014827018121911036,0.015873015873015872,0.006993006993006993,0.5661016949152542,1.0,0.0,0.016574585635359115,0.0,0.0,0.0,0.014778325123152709,0.01408450704225352,0.021834061135371174,0.07786259541984733,0.11177347242921012,0.008635578583765112,0.014827018121911036,0.008944543828264758,0.03177570093457944,0.0,0.07015130674002751,0.0
Clear Cell Renal Cell Carcinoma,0.04455445544554455,0.0584958217270195,0.05,0.0234375,0.3194444444444444,0.0,0.0,0.045454545454545456,0.3679245283018868,0.0,0.027149321266968326,0.0,0.06696428571428571,0.22916666666666663,0.033333333333333326,0.3219512195121952,0.2375,0.0,0.3194444444444444,0.1377551020408163,0.1571428571428571,0.0,0.0872093023255814,0.0,0.16666666666666663,0.020188425302826375,1.0,0.05172413793103448,0.3679245283018868,0.04891304347826087,0.0,0.24,0.11052631578947368,0.05,0.027649769585253454,0.020188425302826375,0.020188425302826375,0.0,0.5344827586206896,0.0,0.0,0.0,0.023622047244094488,0.045454545454545456,0.11428571428571428,0.2128712871287129,0.04368932038834952,0.07650273224043715,0.11052631578947368,0.033707865168539325,0.0872093023255814,0.0,0.06818181818181818,0.0
Uterine Leiomyoma,0.02631578947368421,0.05791505791505792,0.09230769230769233,0.04368932038834952,0.060240963855421686,0.0,0.0,0.02702702702702703,0.02469135802469136,0.0,0.017543859649122806,0.0,0.034482758620689655,0.3617021276595745,0.06923076923076923,0.058064516129032254,0.05263157894736842,0.0,0.060240963855421686,0.0684931506849315,0.025,0.0,0.3442622950819672,0.0,0.0297029702970297,0.016574585635359115,0.05172413793103448,1.0,0.02469135802469136,0.08955223880597014,0.0,0.051428571428571435,0.08571428571428572,0.09230769230769233,0.05389221556886228,0.016574585635359115,0.016574585635359115,0.0,0.09677419354838707,0.0,0.0,0.0,0.017793594306049824,0.1891891891891892,0.01875,0.07894736842105263,0.1153846153846154,0.06766917293233081,0.08571428571428572,0.0703125,0.14754098360655735,0.0,0.03529411764705882,0.0
Bladder Carcinoma,0.06315789473684211,0.014925373134328356,0.023809523809523808,0.012295081967213115,0.05882352941176471,0.0,0.0,0.06451612903225806,1.0,0.0,0.0430622009569378,0.0,0.08490566037735849,0.2575757575757576,0.017857142857142856,0.046632124352331605,0.05263157894736842,0.0,0.05882352941176471,0.16304347826086957,0.2222222222222222,0.0,0.0375,0.0,0.225,0.03884892086330935,0.3679245283018868,0.02469135802469136,1.0,0.02325581395348837,0.0,0.056338028169014086,0.022471910112359546,0.023809523809523808,0.014634146341463415,0.03884892086330935,0.03884892086330935,0.0,0.02469135802469136,0.0,0.0,0.0,0.04201680672268908,0.021505376344086023,0.18181818181818185,0.09473684210526317,0.04639175257731959,0.017543859649122806,0.022471910112359546,0.018072289156626505,0.0375,0.0,0.08653846153846154,0.0
B-Cell Lymphoma,0.02469135802469136,0.053763440860215055,0.10714285714285712,0.05092592592592592,0.056818181818181816,0.0,0.0,0.025316455696202528,0.02325581395348837,0.020547945205479447,0.016574585635359115,0.0,0.03260869565217391,0.32692307692307687,0.7714285714285714,0.05454545454545454,0.05,0.0,0.056818181818181816,0.0641025641025641,0.02352941176470588,0.0,0.13636363636363635,0.0,0.02830188679245283,0.015437392795883362,0.04891304347826087,0.08955223880597014,0.02325581395348837,1.0,0.0,0.04864864864864865,0.08,0.10714285714285712,0.1638418079096045,0.015437392795883362,0.015437392795883362,0.04787234042553192,0.08955223880597014,0.05921052631578947,0.0,0.0,0.016611295681063124,0.07594936708860758,0.01764705882352941,0.07407407407407408,0.04819277108433735,0.06293706293706294,0.08,0.07971014492753623,0.13636363636363635,0.0,0.033333333333333326,0.0
Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06382978723404255,0.0,0.0,0.0,0.02145922746781116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08808290155440412
Papillary Thyroid Carcinoma,0.059113300492610835,0.04709141274238227,0.04972375690607735,0.023346303501945526,0.2626728110599078,0.0,0.0,0.06030150753768844,0.056338028169014086,0.0,0.04054054054054054,0.0,0.18666666666666668,0.23448275862068965,0.03314917127071823,0.2621359223300971,0.2863070539419087,0.0,0.2626728110599078,0.15228426395939088,0.056872037914691934,0.0,0.08670520231213873,0.0,0.2134387351778656,0.03614457831325301,0.24,0.051428571428571435,0.056338028169014086,0.04864864864864865,0.0,1.0,0.09947643979057592,0.04972375690607735,0.027522935779816515,0.03614457831325301,0.03614457831325301,0.0,0.45142857142857135,0.0,0.0,0.0,0.0391644908616188,0.045226130653266326,0.04265402843601896,0.3103448275862069,0.05314009661835749,0.06521739130434782,0.09947643979057592,0.0335195530726257,0.08670520231213873,0.0,0.24434389140271487,0.0
Glioma,0.023809523809523808,0.6701030927835051,0.08219178082191779,0.04054054054054054,0.12087912087912088,0.0,0.0,0.024390243902439025,0.022471910112359546,0.0,0.016042780748663103,0.0,0.031578947368421054,0.3090909090909091,0.06164383561643835,0.12280701754385964,0.10679611650485436,0.0,0.12087912087912088,0.06172839506172839,0.022727272727272728,0.0,0.13043478260869565,0.0,0.027522935779816515,0.014827018121911036,0.11052631578947368,0.08571428571428572,0.022471910112359546,0.08,0.0,0.09947643979057592,1.0,0.08219178082191779,0.04918032786885246,0.014827018121911036,0.014827018121911036,0.0,0.2,0.0,0.0,0.0,0.01597444089456869,0.07317073170731705,0.017045454545454544,0.14285714285714285,0.04651162790697674,0.785234899328859,1.0,0.0625,0.13043478260869565,0.0,0.03225806451612903,0.0
